citycode,prefcode,city_name,city_kana
37404,37,仲多度郡多度津町,
37406,37,仲多度郡まんのう町,
38201,38,松山市,
38202,38,今治市,
38203,38,宇和島市,
38204,38,八幡浜市,
38205,38,新居浜市,
38206,38,西条市,
38207,38,大洲市,
38210,38,伊予市,
38213,38,四国中央市,
38214,38,西予市,
38215,38,東温市,
38356,38,越智郡上島町,
38386,38,上浮穴郡久万高原町,
38401,38,伊予郡松前町,
38402,38,伊予郡砥部町,
38422,38,喜多郡内子町,
38442,38,西宇和郡伊方町,
38484,38,北宇和郡松野町,
38488,38,北宇和郡鬼北町,
38506,38,南宇和郡愛南町,
39201,39,高知市,
39202,39,室戸市,
39203,39,安芸市,
39204,39,南国市,
39205,39,土佐市,
39206,39,須崎市,
39208,39,宿毛市,
39209,39,土佐清水市,
39210,39,四万十市,
39211,39,香南市,
39212,39,香美市,
39301,39,安芸郡東洋町,
39302,39,安芸郡奈半利町,
39303,39,安芸郡田野町,
39304,39,安芸郡安田町,
39305,39,安芸郡北川村,
39306,39,安芸郡馬路村,
39307,39,安芸郡芸西村,
39341,39,長岡郡本山町,
39344,39,長岡郡大豊町,
39363,39,土佐郡土佐町,
39364,39,土佐郡大川村,
39386,39,吾川郡いの町,
39387,39,吾川郡仁淀川町,
39401,39,高岡郡中土佐町,
39402,39,高岡郡佐川町,
39403,39,高岡郡越知町,
39405,39,高岡郡檮原町,
39410,39,高岡郡日高村,
39411,39,高岡郡津野町,
39412,39,高岡郡四万十町,
39424,39,幡多郡大月町,
39427,39,幡多郡三原村,
39428,39,幡多郡黒潮町,
40101,40,北九州市門司区,
40103,40,北九州市若松区,
40105,40,北九州市戸畑区,
40106,40,北九州市小倉北区,
40107,40,北九州市小倉南区,
40108,40,北九州市八幡東区,
40109,40,北九州市八幡西区,
40131,40,福岡市東区,
40132,40,福岡市博多区,
40133,40,福岡市中央区,
40134,40,福岡市南区,
40135,40,福岡市西区,
40136,40,福岡市城南区,
40137,40,福岡市早良区,
40202,40,大牟田市,
40203,40,久留米市,
40204,40,直方市,
40205,40,飯塚市,
40206,40,田川市,
40207,40,柳川市,
40210,40,八女市,
40211,40,筑後市,
40212,40,大川市,
40213,40,行橋市,
40214,40,豊前市,
40215,40,中間市,
40216,40,小郡市,
40217,40,筑紫野市,
40218,40,春日市,
40219,40,大野城市,
40220,40,宗像市,
40221,40,太宰府市,
40223,40,古賀市,
40224,40,福津市,
40225,40,うきは市,
40226,40,宮若市,
40227,40,嘉麻市,
40228,40,朝倉市,
40229,40,みやま市,
40230,40,糸島市,
40231,40,那珂川市,
40341,40,糟屋郡宇美町,
40342,40,糟屋郡篠栗町,
40343,40,糟屋郡志免町,
40344,40,糟屋郡須惠町,
40345,40,糟屋郡新宮町,
40348,40,糟屋郡久山町,
40349,40,糟屋郡粕屋町,
40381,40,遠賀郡芦屋町,
40382,40,遠賀郡水巻町,
40383,40,遠賀郡岡垣町,
40384,40,遠賀郡遠賀町,
40401,40,鞍手郡小竹町,
40402,40,鞍手郡鞍手町,
40421,40,嘉穂郡桂川町,
40447,40,朝倉郡筑前町,
40448,40,朝倉郡東峰村,
40503,40,三井郡大刀洗町,
40522,40,三潴郡大木町,
40544,40,八女郡広川町,
40601,40,田川郡香春町,
40602,40,田川郡添田町,
40604,40,田川郡糸田町,
40605,40,田川郡川崎町,
40608,40,田川郡大任町,
40609,40,田川郡赤村,
40610,40,田川郡福智町,
40621,40,京都郡苅田町,
40625,40,京都郡みやこ町,
40642,40,築上郡吉富町,
40646,40,築上郡上毛町,
40647,40,築上郡築上町,
41201,41,佐賀市,
41202,41,唐津市,
41203,41,鳥栖市,
41204,41,多久市,
41205,41,伊万里市,
41206,41,武雄市,
41207,41,鹿島市,
41208,41,小城市,
41209,41,嬉野市,
41210,41,神埼市,
41327,41,神埼郡吉野ヶ里町,
41341,41,三養基郡基山町,
41345,41,三養基郡上峰町,
41346,41,三養基郡みやき町,
41387,41,東松浦郡玄海町,
41401,41,西松浦郡有田町,
41423,41,杵島郡大町町,
41424,41,杵島郡江北町,
41425,41,杵島郡白石町,
41441,41,藤津郡太良町,
42201,42,長崎市,
42202,42,佐世保市,
42203,42,島原市,
42204,42,諫早市,
42205,42,大村市,
42207,42,平戸市,
42208,42,松浦市,
42209,42,対馬市,
42210,42,壱岐市,
42211,42,五島市,
42212,42,西海市,
42213,42,雲仙市,
42214,42,南島原市,
42307,42,西彼杵郡長与町,
42308,42,西彼杵郡時津町,
42321,42,東彼杵郡東彼杵町,
42322,42,東彼杵郡川棚町,
42323,42,東彼杵郡波佐見町,
42383,42,北松浦郡小値賀町,
42391,42,北松浦郡佐々町,
42411,42,南松浦郡新上五島町,
43101,43,熊本市中央区,
43102,43,熊本市東区,
43103,43,熊本市西区,
43104,43,熊本市南区,
43105,43,熊本市北区,
43202,43,八代市,
43203,43,人吉市,
43204,43,荒尾市,
43205,43,水俣市,
43206,43,玉名市,
43208,43,山鹿市,
43210,43,菊池市,
43211,43,宇土市,
43212,43,上天草市,
43213,43,宇城市,
43214,43,阿蘇市,
43215,43,天草市,
43216,43,合志市,
43348,43,下益城郡美里町,
43364,43,玉名郡玉東町,
43367,43,玉名郡南関町,
43368,43,玉名郡長洲町,
43369,43,玉名郡和水町,
43403,43,菊池郡大津町,
43404,43,菊池郡菊陽町,
43423,43,阿蘇郡南小国町,
43424,43,阿蘇郡小国町,
43425,43,阿蘇郡産山村,
43428,43,阿蘇郡高森町,
43432,43,阿蘇郡西原村,
43433,43,阿蘇郡南阿蘇村,
43441,43,上益城郡御船町,
43442,43,上益城郡嘉島町,
43443,43,上益城郡益城町,
43444,43,上益城郡甲佐町,
43447,43,上益城郡山都町,
43468,43,八代郡氷川町,
43482,43,葦北郡芦北町,
43484,43,葦北郡津奈木町,
43501,43,球磨郡錦町,
43505,43,球磨郡多良木町,
43506,43,球磨郡湯前町,
43507,43,球磨郡水上村,
43510,43,球磨郡相良村,
43511,43,球磨郡五木村,
43512,43,球磨郡山江村,
43513,43,球磨郡球磨村,
43514,43,球磨郡あさぎり町,
43531,43,天草郡苓北町,
44201,44,大分市,
44202,44,別府市,
44203,44,中津市,
44204,44,日田市,
44205,44,佐伯市,
44206,44,臼杵市,
44207,44,津久見市,
44208,44,竹田市,
44209,44,豊後高田市,
44210,44,杵築市,
44211,44,宇佐市,
44212,44,豊後大野市,
44213,44,由布市,
44214,44,国東市,
44322,44,東国東郡姫島村,
44341,44,速見郡日出町,
44461,44,玖珠郡九重町,
44462,44,玖珠郡玖珠町,
45201,45,宮崎市,
45202,45,都城市,
45203,45,延岡市,
45204,45,日南市,
45205,45,小林市,
45206,45,日向市,
45207,45,串間市,
45208,45,西都市,
45209,45,えびの市,
45341,45,北諸県郡三股町,
45361,45,西諸県郡高原町,
45382,45,東諸県郡国富町,
45383,45,東諸県郡綾町,
45401,45,児湯郡高鍋町,
45402,45,児湯郡新富町,
45403,45,児湯郡西米良村,
45404,45,児湯郡木城町,
45405,45,児湯郡川南町,
45406,45,児湯郡都農町,
45421,45,東臼杵郡門川町,
45429,45,東臼杵郡諸塚村,
45430,45,東臼杵郡椎葉村,
45431,45,東臼杵郡美郷町,
45441,45,西臼杵郡高千穂町,
45442,45,西臼杵郡日之影町,
45443,45,西臼杵郡五ヶ瀬町,
46201,46,鹿児島市,
46203,46,鹿屋市,
46204,46,枕崎市,
46206,46,阿久根市,
46208,46,出水市,
46210,46,指宿市,
46213,46,西之表市,
46214,46,垂水市,
46215,46,薩摩川内市,
46216,46,日置市,
46217,46,曽於市,
46218,46,霧島市,
46219,46,いちき串木野市,
46220,46,南さつま市,
46221,46,志布志市,
46222,46,奄美市,
46223,46,南九州市,
46224,46,伊佐市,
46225,46,姶良市,
46303,46,鹿児島郡三島村,
46304,46,鹿児島郡十島村,
46392,46,薩摩郡さつま町,
46404,46,出水郡長島町,
46452,46,姶良郡湧水町,
46468,46,曽於郡大崎町,
46482,46,肝属郡東串良町,
46490,46,肝属郡錦江町,
46491,46,肝属郡南大隅町,
46492,46,肝属郡肝付町,
46501,46,熊毛郡中種子町,
46502,46,熊毛郡南種子町,
46505,46,熊毛郡屋久島町,
46523,46,大島郡大和村,
46524,46,大島郡宇検村,
46525,46,大島郡瀬戸内町,
46527,46,大島郡龍郷町,
46529,46,大島郡喜界町,
46530,46,大島郡徳之島町,
46531,46,大島郡天城町,
46532,46,大島郡伊仙町,
46533,46,大島郡和泊町,
46534,46,大島郡知名町,
46535,46,大島郡与論町,
47201,47,那覇市,
47205,47,宜野湾市,
47207,47,石垣市,
47208,47,浦添市,
47209,47,名護市,
47210,47,糸満市,
47211,47,沖縄市,
47212,47,豊見城市,
47213,47,うるま市,
47214,47,宮古島市,
47215,47,南城市,
47301,47,国頭郡国頭村,
47302,47,国頭郡大宜味村,
47303,47,国頭郡東村,
47306,47,国頭郡今帰仁村,
47308,47,国頭郡本部町,
47311,47,国頭郡恩納村,
47313,47,国頭郡宜野座村,
47314,47,国頭郡金武町,
47315,47,国頭郡伊江村,
47324,47,中頭郡読谷村,
47325,47,中頭郡嘉手納町,
47326,47,中頭郡北谷町,
47327,47,中頭郡北中城村,
47328,47,中頭郡中城村,
47329,47,中頭郡西原町,
47348,47,島尻郡与那原町,
47350,47,島尻郡南風原町,
47353,47,島尻郡渡嘉敷村,
47354,47,島尻郡座間味村,
47355,47,島尻郡粟国村,
47356,47,島尻郡渡名喜村,
47357,47,島尻郡南大東村,
47358,47,島尻郡北大東村,
47359,47,島尻郡伊平屋村,
47360,47,島尻郡伊是名村,
47361,47,島尻郡久米島町,
47362,47,島尻郡八重瀬町,
47375,47,宮古郡多良間村,
47381,47,八重山郡竹富町,
47382,47,八重山郡与那国町,
